repo_name,url,pulls_count_open,pulls_count_closed,issues_count_open,issues_count_closed,commits_count,branches_count,releases_count,owner_type,watchers_count,forks_count,stargazers_count,development_time,owner_account_age,avg_dev_account_age,has_test,has_doc,has_example,has_readme,owner_projects_count,owner_following,owner_followers,devs_followers_avg,devs_following_avg,commits_by_dev_with_most_commits,magnetism,stickiness,wealth,last_commit_age,productive_duration
mono/linux-packaging-mono-snapshot,https://github.com/mono/linux-packaging-mono-snapshot,0,0,0,0,16,7,0,0,1,7,1,3210,4599,3687.0,False,False,False,False,243,0,0,432.0,0.0,108,0.14285714285714285,3.0,0.0,197,3210
briandfoy/unicode-tussle,https://github.com/briandfoy/unicode-tussle,1,6,3,14,54,5,1,1,17,6,17,3489,4765,4426.166666666667,True,False,False,True,192,1,424,199.16666666666666,29.0,152,0.08333333333333333,3.0,5.5,221,3489
tbotaq/twr-snippets-rb,https://github.com/tbotaq/twr-snippets-rb,2,51,3,63,94,1,0,1,3,2,3,211,4352,2280.0,True,False,False,True,13,8,15,5.0,2.6666666666666665,15,1.0,1.0,50.5,11,237
wavebeem/pkmn.help,https://github.com/wavebeem/pkmn.help,1,2,15,7,1159,5,0,1,25,12,25,1803,4270,3199.5,False,False,False,True,105,0,78,26.25,1.25,292,0.0,0,1.1,3,1803
Pomax/lib-font,https://github.com/Pomax/lib-font,2,33,4,33,39,3,0,1,663,66,663,610,4269,3634.75,True,False,True,True,138,0,623,216.25,1.75,203,0.08928571428571429,1.0,32.14285714285714,60,610
cui-liqiang/RecruitingOnJava,https://github.com/cui-liqiang/RecruitingOnJava,0,5,0,5,97,6,26,1,6,5,6,3165,3773,3867.0,True,False,False,True,71,9,26,128.42857142857142,13.428571428571429,15,0.0,0,5.0,240,3165
apache/cordova-coho,https://github.com/apache/cordova-coho,0,2,1,5,23,10,0,0,27,63,27,3449,4623,3613.5,True,True,False,True,2253,0,0,122.83333333333333,37.75,203,0.058823529411764705,2.0,2.0,58,3449
DavidWhittingham/arcpyext,https://github.com/DavidWhittingham/arcpyext,6,186,42,236,1007,2,9,1,11,8,11,2346,2951,2434.1666666666665,True,False,False,True,16,4,10,6.166666666666667,6.333333333333333,330,0.7,0.7142857142857143,182.0,83,2346
davorg/xml-feed,https://github.com/davorg/xml-feed,0,12,0,30,24,2,4,1,18,22,18,4659,4747,4255.333333333333,True,False,False,True,194,47,185,209.22222222222223,47.166666666666664,113,0.15789473684210525,0.6666666666666666,11.5,111,4659
GrognardsFromHell/TemplePlus,https://github.com/GrognardsFromHell/TemplePlus,0,1,0,1,2,29,0,0,55,17,55,2376,2391,2292.222222222222,False,True,False,True,21,0,0,6.888888888888889,0.6666666666666666,927,0.25,2.0,1.0,0,2389
merit-gem/merit,https://github.com/merit-gem/merit,7,148,9,158,147,1,0,0,1428,194,1428,3644,2351,3785.3888888888887,True,False,False,True,1,0,0,144.46296296296296,38.81481481481482,383,0.17567567567567569,1.0,139.89444444444447,112,3644
theforeman/puppet-foreman_proxy,https://github.com/theforeman/puppet-foreman_proxy,0,3,0,5,11,20,0,0,40,127,40,3526,3499,3546.220588235294,True,False,True,True,197,0,0,33.39705882352941,11.970588235294118,236,0.2,2.0,3.0,4,3526
GerritCodeReview/plugins_events-log,https://github.com/GerritCodeReview/plugins_events-log,1,3,2,3,3,9,0,0,0,1,0,2060,2733,3343.75,True,False,False,False,223,0,0,38.1875,11.8125,233,0.4,1.0,2.333333333333333,292,2060
Tieske/date,https://github.com/Tieske/date,0,0,11,1,1,1,0,1,198,41,198,2754,3643,3856.0,True,True,False,True,103,12,163,325.2,18.6,52,0.0,0,0.0,57,2754
jacobsa/gcloud,https://github.com/jacobsa/gcloud,0,31,4,57,241,1,3,1,6,10,6,2312,4231,3496.1428571428573,False,False,False,True,41,0,85,68.71428571428571,48.714285714285715,1116,1.0,0.5,29.0,95,2312
arkokoley/saadhn,https://github.com/arkokoley/saadhn,8,89,8,89,136,1,0,1,63,18,63,2173,3508,3068.0,False,False,False,True,41,440,214,361.27272727272725,58.45454545454545,44,0.0625,0.5,86.73333333333333,43,2173
exoplatform/social,https://github.com/exoplatform/social,0,0,0,0,978,52,0,0,24,61,24,4597,4156,2945.240963855422,True,False,False,False,130,0,0,8.289156626506024,7.626506024096385,497,0.24858757062146894,0.5454545454545454,0.0,97,4597
Armanjafari/Armanbot,https://github.com/Armanjafari/Armanbot,0,0,0,0,40,3,0,1,0,0,0,2379,1928,3314.9574468085107,False,False,False,True,7,0,0,69.31914893617021,27.48936170212766,373,0.06666666666666667,1.0,0.0,249,2379
Michael--/DockingFramework,https://github.com/Michael--/DockingFramework,0,2,0,3,18,1,0,1,6,3,6,2915,3185,3155.0,False,False,False,True,7,1,2,1.0,0.6666666666666666,455,0.2222222222222222,1.5,2.0,283,2915
fcitx/fcitx-anthy,https://github.com/fcitx/fcitx-anthy,0,1,0,2,10,1,0,0,16,9,16,3512,3954,3155.222222222222,False,False,False,True,65,0,0,89.33333333333333,6.666666666666667,76,0.0,0,1.0,101,3512
feross/render-media,https://github.com/feross/render-media,0,5,10,23,31,4,2,1,184,31,184,1733,4396,2905.75,True,False,False,True,148,273,12094,1135.25,80.16666666666667,118,0.2857142857142857,0.75,5.0,292,1733
coq/coq,https://github.com/coq/coq,0,1,0,1,107,16,0,0,3455,522,3455,8050,3863,3132.6494845360826,False,True,False,True,18,0,0,73.73711340206185,20.448453608247423,5417,0.0,0,1.0,0,8087
zehome/MLVPN,https://github.com/zehome/MLVPN,0,1,0,1,6,10,0,1,404,102,404,3551,3721,3756.2,False,True,True,True,80,9,34,301.53333333333336,37.86666666666667,553,0.3333333333333333,2.0,1.0,31,3551
npolar/api.npolar.no,https://github.com/npolar/api.npolar.no,0,5,3,5,36,4,10,0,4,0,4,3310,3545,3554.6666666666665,True,False,True,True,77,0,0,10.0,7.833333333333333,1130,0.3333333333333333,2.0,5.0,111,3310
mages/googleVis,https://github.com/mages/googleVis,1,4,1,4,26,2,3,1,338,162,338,3832,3614,3114.1666666666665,False,False,False,True,25,4,193,323.3333333333333,12.333333333333334,256,0.7142857142857143,0.4,4.0,207,3832
mapclient-plugins/fieldworkpcmeshfittingstep,https://github.com/mapclient-plugins/fieldworkpcmeshfittingstep,1,7,4,12,33,1,0,0,2,2,2,2454,3029,2489.0,False,False,False,True,86,0,0,9.333333333333334,0.6666666666666666,31,0.2,0.6666666666666666,5.283333333333333,99,2454
gggeek/ezdbintegrity,https://github.com/gggeek/ezdbintegrity,39,171,232,358,325,1,14,1,5,2,5,2610,4106,3419.0,False,True,False,True,94,0,56,21.333333333333332,2.0,90,0.2736842105263158,0.4230769230769231,160.83253968253968,135,2610
rrrene/html_sanitize_ex,https://github.com/rrrene/html_sanitize_ex,0,29,0,30,68,5,7,1,192,58,192,2251,4102,3603.294117647059,True,False,False,True,408,6,405,101.41176470588235,37.588235294117645,107,0.75,0.3333333333333333,29.5,11,2251
top-think/framework,https://github.com/top-think/framework,5,38,37,95,168,3,4,0,2366,997,2366,3100,2100,2669.8541666666665,True,False,False,True,45,0,0,47.71875,17.291666666666668,4752,0.52,0.3076923076923077,30.06904761904762,8,3100
BlinkTagInc/realtime-transit-display,https://github.com/BlinkTagInc/realtime-transit-display,0,5,0,5,8,2,0,0,23,11,23,3585,2303,3423.0,False,False,False,True,30,0,0,40.5,16.5,96,0.15384615384615385,2.0,5.0,183,3585
uvasoftware/scanii-java,https://github.com/uvasoftware/scanii-java,0,83,14,102,205,4,8,0,4,2,4,2112,3938,2747.75,True,False,False,True,10,0,0,12.0,16.25,121,0.25,1.0,82.16666666666667,154,2112
brownhci/WebGazer,https://github.com/brownhci/WebGazer,0,1,0,1,72,7,11,0,3005,418,3005,1966,2925,2734.88,True,False,True,True,9,0,0,26.44,20.68,120,0.15,0.3333333333333333,0.3333333333333333,63,2045
naver/arcus-c-client,https://github.com/naver/arcus-c-client,0,4,0,4,2,9,0,0,10,13,10,2702,2779,2658.7272727272725,True,True,True,True,187,0,0,8.545454545454545,10.818181818181818,271,0.4,0.5,1.5769230769230769,71,2702
jsongraph/json-graph-specification,https://github.com/jsongraph/json-graph-specification,0,0,2,1,10,2,0,0,358,35,358,2415,2685,3797.8333333333335,True,False,True,True,11,0,0,44.833333333333336,13.0,42,0.0,0,0.0,226,2415
flavianmissi/mittun,https://github.com/flavianmissi/mittun,0,15,11,21,70,2,0,1,18,6,18,3741,3983,3693.3333333333335,True,False,False,True,62,66,194,255.16666666666666,98.0,164,0.19047619047619047,0.875,11.31904761904762,78,3741
zendesk/charcoal,https://github.com/zendesk/charcoal,0,14,1,20,127,2,8,0,8,7,8,2976,4859,3809.6,True,False,False,True,683,0,0,101.6,11.7,105,0.023809523809523808,0.0,14.0,244,2976
Bramas/texiteasy,https://github.com/Bramas/texiteasy,0,40,1,44,49,16,0,1,37,11,37,2811,3752,3388.6666666666665,False,True,False,True,62,2,9,17.0,0.6666666666666666,289,0.4166666666666667,0.4,40.0,121,2811
ibm-js/deliteful,https://github.com/ibm-js/deliteful,0,2,0,3,44,5,0,0,70,37,70,5161,3141,3739.0,True,True,False,True,40,0,0,202.96774193548387,4.483870967741935,578,0.6666666666666666,1.0,1.1428571428571428,90,5161
heroku/heroku-buildpack-gradle,https://github.com/heroku/heroku-buildpack-gradle,0,0,0,0,9,1,0,0,58,95,58,3616,4758,3666.75,True,False,False,True,829,0,0,136.5,8.083333333333334,114,0.16666666666666666,2.0,0.0,16,3616
janestreet/virtual_dom,https://github.com/janestreet/virtual_dom,0,3,1,5,4,8,0,0,45,9,45,1865,3154,3615.4,True,False,True,True,211,0,0,129.4,4.6,58,0.09090909090909091,1.0,1.392156862745098,19,1882
pexip/os-curl,https://github.com/pexip/os-curl,0,0,2,1,11,7,0,0,0,0,0,1250,3218,3021.1666666666665,True,True,True,True,618,0,0,45.333333333333336,1.0,26,0.02702702702702703,1.0,0.0,163,1250
renatopp/liac-arff,https://github.com/renatopp/liac-arff,2,16,40,33,34,2,0,1,85,47,85,3136,4299,3526.1428571428573,True,True,True,True,39,47,127,123.9047619047619,57.714285714285715,40,0.16666666666666666,0.5,10.166666666666668,202,3136
liuggio/StatsDClientBundle,https://github.com/liuggio/StatsDClientBundle,1,5,3,5,38,4,0,1,163,42,163,3301,3921,3671.2,False,True,False,True,163,36,219,128.1,24.95,88,2.0,0.25,4.333333333333334,43,3301
JFXtras/jfxtras-labs,https://github.com/JFXtras/jfxtras-labs,10,143,14,148,1220,5,0,0,149,64,149,3440,3503,3402.0,True,False,False,True,5,0,0,98.8076923076923,18.692307692307693,850,0.43636363636363634,0.875,137.36666666666667,52,3440
felixrieseberg/windows-build-tools,https://github.com/felixrieseberg/windows-build-tools,0,3,0,3,17,4,0,1,3235,231,3235,1817,3504,2878.782608695652,False,False,False,True,236,15,4123,347.6521739130435,40.04347826086956,253,0.0,0,2.142857142857143,87,1817
ulisesbocchio/jasypt-spring-boot-samples,https://github.com/ulisesbocchio/jasypt-spring-boot-samples,0,1,0,1,11,4,0,1,97,93,97,1460,3975,3671.25,True,False,False,True,78,3,121,45.25,2.75,67,0.0,0,1.0,16,1460
confluentinc/common,https://github.com/confluentinc/common,8,29,9,29,38,150,6,0,68,213,68,2460,2513,3036.016666666667,True,False,False,True,214,0,0,93.78333333333333,7.033333333333333,614,0.20689655172413793,0.5,18.656898656898655,1,2446
fedwiki/wiki-plugin-changes,https://github.com/fedwiki/wiki-plugin-changes,5,8,9,9,61,4,0,0,0,4,0,2095,2830,4146.0,True,False,False,True,60,0,0,602.0,2.6666666666666665,40,1.0,0.0,4.910256410256411,176,2095
MichelBoucey/IPv6Addr,https://github.com/MichelBoucey/IPv6Addr,0,13,0,13,30,1,13,1,2,4,2,3452,4160,4371.0,True,False,False,True,15,0,5,118.66666666666667,14.333333333333334,126,0.5714285714285714,0.5,13.0,157,3452
segmentio/facade,https://github.com/segmentio/facade,0,6,1,7,58,24,0,0,45,23,45,2940,3760,3465.423076923077,True,True,False,True,460,0,0,2041.8846153846155,58.34615384615385,109,0.75,1.0,5.142857142857143,65,2940
benedwards44/packagebuilder,https://github.com/benedwards44/packagebuilder,0,4,3,20,431,5,11,1,94,81,94,2624,3045,1998.0,False,False,False,True,57,7,320,80.75,3.25,361,0.4,0.5,3.125,34,2624
mirraj2/EZDB,https://github.com/mirraj2/EZDB,0,4,4,6,27,5,0,1,10,6,10,2762,3746,2963.0,False,False,False,True,25,3,16,49.25,12.0,113,0.3333333333333333,0.6666666666666666,3.5,13,2775
Points/Loyalty-Commerce-Platform,https://github.com/Points/Loyalty-Commerce-Platform,0,18,0,20,67,19,0,0,5,2,5,2868,3079,2455.6428571428573,False,True,False,True,18,0,0,11.357142857142858,8.928571428571429,116,0.1,1.5,14.5,196,2868
orf/xcat,https://github.com/orf/xcat,7,513,100,874,1091,1,51,1,306,75,306,3373,3662,3096.8571428571427,False,True,False,True,160,12,311,130.85714285714286,6.142857142857143,98,11.666666666666666,0.7428571428571429,494.4888888888887,168,3373
radiac/django-yarr,https://github.com/radiac/django-yarr,1,11,19,14,208,18,0,1,163,33,163,2788,4174,3649.714285714286,True,True,True,True,34,1,23,17.142857142857142,4.571428571428571,175,0.0,0,7.646367521367521,206,2788
getsentry/sentry-java,https://github.com/getsentry/sentry-java,0,3,6,14,32,20,1,0,713,346,713,738,3513,3335.027027027027,True,True,False,True,345,0,0,561.4054054054054,20.405405405405407,651,0.2222222222222222,1.5,2.3333333333333335,1,762
ornicar/lila,https://github.com/ornicar/lila,23,216,40,250,973,459,10,1,9964,1447,9964,3491,4352,2633.9397590361446,True,True,False,True,395,176,3894,58.87550200803213,15.67871485943775,38803,0.22727272727272727,1.2,206.60119047619048,0,3514
davidvarga/MBeautifier,https://github.com/davidvarga/MBeautifier,2,17,9,37,47,1,0,1,279,51,279,2126,2298,2059.0,False,False,False,True,3,0,10,40.857142857142854,1.2857142857142858,119,0.3157894736842105,0.5833333333333334,13.833333333333334,139,2260
spray/spray-json,https://github.com/spray/spray-json,7,315,23,359,633,9,5,0,938,195,938,3402,3827,3815.0526315789475,True,False,False,True,9,0,0,364.42105263157896,69.47368421052632,150,0.11428571428571428,0.75,302.55952380952385,309,3402
kitodo/kitodo-presentation,https://github.com/kitodo/kitodo-presentation,0,8,0,26,138,4,0,0,28,30,28,3710,2001,2590.0,False,False,False,True,9,0,0,35.78947368421053,9.052631578947368,1305,0.4666666666666667,0.5714285714285714,8.0,27,3756
rubik/radon,https://github.com/rubik/radon,3,0,3,0,60,4,0,1,1240,97,1240,3241,4178,3416.3809523809523,True,True,False,True,84,29,80,79.73809523809524,19.166666666666668,449,0.0,0,0.0,38,3241
brunofacca/active-record-query-trace,https://github.com/brunofacca/active-record-query-trace,0,1,0,1,65,6,0,1,815,66,815,2721,2218,3868.3888888888887,True,False,False,True,6,63,63,107.22222222222223,30.27777777777778,39,0.0,0,1.0,230,2721
thenativeweb/node-cqrs-eventdenormalizer,https://github.com/thenativeweb/node-cqrs-eventdenormalizer,0,2,2,7,21,2,0,0,38,26,38,2838,3290,3031.0625,True,False,False,True,138,0,0,85.4375,18.9375,571,0.2222222222222222,0.5,1.5,379,2838
vitorgalvao/tiny-scripts,https://github.com/vitorgalvao/tiny-scripts,1,16,8,28,107,1,0,1,255,54,255,3111,3422,3249.85,False,False,False,True,38,0,513,46.4,9.85,778,0.0,0,14.291666666666666,9,3119
apppresser/AppPresser,https://github.com/apppresser/AppPresser,0,1,0,3,226,10,0,0,120,40,120,2793,2478,3557.2,False,False,False,True,19,0,0,100.4,4.9,271,0.0,0,1.0,42,2793
pragdave/dir_walker,https://github.com/pragdave/dir_walker,1,5,3,16,15,1,1,1,35,14,35,2280,4868,4176.0,True,False,False,True,168,1,1012,268.75,4.0,29,1.3333333333333333,0.5,1.8051948051948052,250,2280
Gubaer/josm-scripting-plugin,https://github.com/Gubaer/josm-scripting-plugin,0,0,0,0,2,16,0,1,21,8,21,3447,4164,3031.375,True,True,False,True,23,0,16,16.875,5.375,551,0.0,0,0.0,47,3447
twisted/imaginary,https://github.com/twisted/imaginary,0,19,2,28,114,9,0,0,35,12,35,5536,3813,3941.5555555555557,True,True,True,True,34,0,0,177.33333333333334,3.7777777777777777,228,0.1111111111111111,0.5,17.5,66,5536
zenkovich/o2,https://github.com/zenkovich/o2,1,148,17,488,992,12,0,1,148,10,148,2302,2872,2320.6666666666665,True,False,False,True,7,4,11,7.333333333333333,5.0,251,0.24242424242424243,0.875,139.36666666666667,24,2335
CraftTweaker/CraftTweaker,https://github.com/CraftTweaker/CraftTweaker,0,1,0,2,13,12,0,0,172,89,172,2630,1303,2920.4545454545455,True,True,True,True,21,0,0,24.454545454545453,7.242424242424242,1227,0.08333333333333333,2.0,0.16666666666666666,4,2650
IATI/IATI-Extra-Documentation,https://github.com/IATI/IATI-Extra-Documentation,0,12,0,13,6,11,0,0,3,8,3,2529,2916,2935.3809523809523,False,False,False,True,65,0,0,14.238095238095237,6.666666666666667,211,0.1111111111111111,0.5,6.464285714285714,272,2529
oogre/bcksp.es,https://github.com/oogre/bcksp.es,0,0,0,0,24,21,0,1,4,1,4,2384,3311,2651.0,False,False,False,True,107,20,16,5.0,9.0,253,0.0,0,0.0,196,2384
felixhageloh/uebersicht-widgets,https://github.com/felixhageloh/uebersicht-widgets,4,59,30,113,328,2,1,1,310,105,310,2340,4046,3579.04,False,False,False,True,35,1,146,53.76,29.96,377,0.17204301075268819,0.5,53.82777777777778,370,2340
lizardsystem/flooding-lib,https://github.com/lizardsystem/flooding-lib,3,362,20,593,2293,19,15,0,1,2,1,4101,3661,3681.0,True,True,True,True,97,0,0,11.428571428571429,1.0,688,0.45,0.3888888888888889,343.068253968254,63,4101
jsantell/poet,https://github.com/jsantell/poet,0,0,0,0,38,3,0,1,586,157,586,3304,3852,3488.3214285714284,True,True,True,True,188,87,745,102.07142857142857,54.17857142857143,192,0.1935483870967742,0.5,0.0,57,3304
ariatemplates/at-noder-converter,https://github.com/ariatemplates/at-noder-converter,0,10,1,14,12,1,1,0,1,3,1,0,3612,3574.6666666666665,False,False,False,True,38,0,0,30.333333333333332,12.666666666666666,24,0.10526315789473684,2.0,6.925,275,0
smartdevicelink/sdl_java_suite,https://github.com/smartdevicelink/sdl_java_suite,1,11,3,43,33,52,0,0,171,129,171,2437,2566,2413.0,True,False,False,True,41,0,0,6.303030303030303,2.4242424242424243,1184,0.1951219512195122,0.25,10.142857142857142,77,2437
Sylius/Taxonomy,https://github.com/Sylius/Taxonomy,0,1,0,11,6,12,0,0,14,3,14,2271,3811,3081.40625,True,False,False,True,117,0,0,90.96875,30.3125,85,0.14285714285714285,2.0,1.0,19,2730
EmergingThreats/IDSDeathBlossom,https://github.com/EmergingThreats/IDSDeathBlossom,0,0,0,0,9,1,0,0,30,12,30,3004,3402,3779.0,False,False,False,True,16,0,0,55.0,116.5,68,0.0,0,0.0,336,3004
reactphp/http-client,https://github.com/reactphp/http-client,1,16,2,16,36,2,7,0,231,64,231,3075,3423,3718.7368421052633,True,False,True,True,18,0,0,255.89473684210526,22.0,78,0.25,1.0,16.0,161,3075
sugarcrm/SugarFieldWorkLog,https://github.com/sugarcrm/SugarFieldWorkLog,3,37,8,59,73,1,5,0,7,6,7,3604,4577,3780.0,False,False,False,True,67,0,0,7.666666666666667,1.3333333333333333,33,0.6111111111111112,0.7272727272727273,31.958333333333332,273,3604
domoritz/leaflet-locatecontrol,https://github.com/domoritz/leaflet-locatecontrol,0,0,0,0,44,5,0,1,573,232,573,3024,3882,3503.9545454545455,False,False,False,True,331,43,816,133.25,19.045454545454547,322,0.0625,1.0,0.0,82,3024
clojure/data.zip,https://github.com/clojure/data.zip,0,0,0,0,132,2,0,0,77,14,77,3186,4095,4197.714285714285,True,False,False,True,90,0,0,424.42857142857144,4.571428571428571,14,0.0,0,0.0,153,3186
TourCMS/tourcms-php,https://github.com/TourCMS/tourcms-php,0,10,2,15,43,26,5,0,8,5,8,3568,3709,2572.3333333333335,False,False,True,True,13,0,0,0.6666666666666666,0.0,121,0.4,0.5,8.41025641025641,56,3568
af/envalid,https://github.com/af/envalid,2,39,2,39,48,2,0,1,755,48,755,3185,4744,3229.5185185185187,True,False,True,True,103,27,62,80.4074074074074,25.11111111111111,191,0.8,0.5,38.0,30,3185
FreeCAD/FreeCAD,https://github.com/FreeCAD/FreeCAD,3,23,7,23,57,9,0,0,9852,2440,9852,3625,3293,2722.7507598784196,True,False,True,True,28,0,0,24.310030395136778,13.781155015197568,6211,0.2542372881355932,0.4666666666666667,21.61111111111111,0,3650
Sylius/Payment,https://github.com/Sylius/Payment,0,1,0,1,7,12,0,0,15,8,15,2455,3811,3277.9666666666667,True,False,False,True,117,0,0,126.93333333333334,43.86666666666667,83,0.0,0,1.0,15,2460
nicmart/Tree,https://github.com/nicmart/Tree,0,2,1,7,115,7,0,1,489,63,489,2776,3985,2873.7,True,False,False,True,59,115,84,70.8,31.7,81,0.5,1.0,0.1575757575757576,292,2776
metarhia/do,https://github.com/metarhia/do,0,10,0,10,38,9,0,0,26,4,26,3031,2000,2078.5,True,False,False,True,58,0,0,519.1666666666666,41.166666666666664,43,0.3333333333333333,4.0,9.5,110,3031
Hrnchamd/MGE-XE,https://github.com/Hrnchamd/MGE-XE,0,1,0,1,25,3,0,1,43,16,43,3019,3582,3343.2,False,False,False,False,5,0,15,8.2,0.4,382,0.5,1.0,1.0,23,3019
PhilipRieck/WpfAppBar,https://github.com/PhilipRieck/WpfAppBar,0,4,0,4,10,1,0,1,111,46,111,1832,4120,2913.0,False,False,False,True,6,3,11,6.75,6.625,31,0.6666666666666666,1.0,3.552631578947368,238,1832
TaxFoundation/international-tax-competitiveness-index,https://github.com/TaxFoundation/international-tax-competitiveness-index,0,3,0,8,62,71,0,0,5,7,5,483,2875,1872.5,False,False,False,True,67,0,0,7.25,6.25,439,0.1111111111111111,2.0,3.0,334,483
pcherenkov/udpxy,https://github.com/pcherenkov/udpxy,0,9,0,9,36,14,0,1,118,72,118,3345,3558,3451.714285714286,True,True,False,True,4,2,5,17.428571428571427,5.142857142857143,96,0.03125,3.0,9.0,287,3345
